date,id,name,y_items,y_actual_cost,total_list_size,Items_per_patient
01/01/2018,P84043,CORNISHWAY GROUP PRACTICE,505,2108.48,9137,55.2697822
01/02/2018,P84043,CORNISHWAY GROUP PRACTICE,468,2364.61,9117,51.33267522
01/03/2018,P84043,CORNISHWAY GROUP PRACTICE,463,2462.17,9145,50.62875888
01/04/2018,P84043,CORNISHWAY GROUP PRACTICE,384,2674.84,9133,42.04533012
01/05/2018,P84043,CORNISHWAY GROUP PRACTICE,387,1832.84,9144,42.32283465
01/06/2018,P84043,CORNISHWAY GROUP PRACTICE,381,1743.11,9129,41.73512981
01/07/2018,P84043,CORNISHWAY GROUP PRACTICE,383,1808.02,9171,41.76207611
01/08/2018,P84043,CORNISHWAY GROUP PRACTICE,343,1592.27,9202,37.27450554
01/09/2018,P84043,CORNISHWAY GROUP PRACTICE,371,2030.21,9217,40.2517088
01/10/2018,P84043,CORNISHWAY GROUP PRACTICE,486,2132.2,9226,52.67721656
01/11/2018,P84043,CORNISHWAY GROUP PRACTICE,472,1994.24,9267,50.93341966
01/12/2018,P84043,CORNISHWAY GROUP PRACTICE,442,4668.13,9295,47.55244755
01/01/2019,P84043,CORNISHWAY GROUP PRACTICE,552,4357.93,9313,59.2719854
01/02/2019,P84043,CORNISHWAY GROUP PRACTICE,468,3224.58,9335,50.13390466
01/03/2019,P84043,CORNISHWAY GROUP PRACTICE,472,3121.53,9375,50.34666667
01/04/2019,P84043,CORNISHWAY GROUP PRACTICE,355,1993.53,9382,37.83841398
01/05/2019,P84043,CORNISHWAY GROUP PRACTICE,416,2515.54,9390,44.30244941
01/06/2019,P84043,CORNISHWAY GROUP PRACTICE,391,1551.34,9398,41.60459672
01/07/2019,P84043,CORNISHWAY GROUP PRACTICE,393,2386.76,9373,41.92894484
01/08/2019,P84043,CORNISHWAY GROUP PRACTICE,388,2413.68,9406,41.25026579
01/09/2019,P84043,CORNISHWAY GROUP PRACTICE,427,2586.58,9386,45.49328788
01/10/2014,P84690,DAM HEAD MEDICAL CENTRE,158,422.33,2651,59.60015089
01/11/2014,P84690,DAM HEAD MEDICAL CENTRE,152,457.86,2651,57.33685402
01/12/2014,P84690,DAM HEAD MEDICAL CENTRE,186,580.28,2651,70.16220294
01/01/2015,P84690,DAM HEAD MEDICAL CENTRE,152,811.17,2640,57.57575758
01/02/2015,P84690,DAM HEAD MEDICAL CENTRE,151,567.92,2640,57.1969697
01/03/2015,P84690,DAM HEAD MEDICAL CENTRE,198,860.42,2640,75
01/04/2015,P84690,DAM HEAD MEDICAL CENTRE,149,551.4,2678,55.63853622
01/05/2015,P84690,DAM HEAD MEDICAL CENTRE,166,589.12,2678,61.98655713
01/06/2015,P84690,DAM HEAD MEDICAL CENTRE,170,576.6,2678,63.48020911
01/07/2015,P84690,DAM HEAD MEDICAL CENTRE,161,597.04,2687,59.9181243
01/08/2015,P84690,DAM HEAD MEDICAL CENTRE,112,572.82,2687,41.68217343
01/09/2015,P84690,DAM HEAD MEDICAL CENTRE,129,567.24,2687,48.00893189
01/10/2015,P84690,DAM HEAD MEDICAL CENTRE,142,707.51,2699,52.61207855
01/11/2015,P84690,DAM HEAD MEDICAL CENTRE,128,531.18,2699,47.42497221
01/12/2015,P84690,DAM HEAD MEDICAL CENTRE,201,852.49,2699,74.47202668
01/01/2016,P84690,DAM HEAD MEDICAL CENTRE,204,732.85,2713,75.19351272
01/02/2016,P84690,DAM HEAD MEDICAL CENTRE,193,518.19,2713,71.13896056
01/03/2016,P84690,DAM HEAD MEDICAL CENTRE,189,659.82,2713,69.66457796
01/04/2016,P84690,DAM HEAD MEDICAL CENTRE,160,424.67,2738,58.43681519
01/05/2016,P84690,DAM HEAD MEDICAL CENTRE,125,399.59,2738,45.65376187
01/06/2016,P84690,DAM HEAD MEDICAL CENTRE,157,367.94,2738,57.34112491
01/07/2016,P84690,DAM HEAD MEDICAL CENTRE,144,498.33,2736,52.63157895
01/08/2016,P84690,DAM HEAD MEDICAL CENTRE,146,404.09,2736,53.3625731
01/09/2016,P84690,DAM HEAD MEDICAL CENTRE,174,789.24,2736,63.59649123
01/10/2016,P84690,DAM HEAD MEDICAL CENTRE,184,804.38,2734,67.30065838
01/11/2016,P84690,DAM HEAD MEDICAL CENTRE,224,752.82,2734,81.93123628
01/12/2016,P84690,DAM HEAD MEDICAL CENTRE,175,623.06,2734,64.00877835
01/01/2017,P84690,DAM HEAD MEDICAL CENTRE,208,608.15,2730,76.19047619
01/02/2017,P84690,DAM HEAD MEDICAL CENTRE,183,859.07,2730,67.03296703
01/03/2017,P84690,DAM HEAD MEDICAL CENTRE,194,569.37,2730,71.06227106
01/04/2017,P84690,DAM HEAD MEDICAL CENTRE,134,455,2746,48.798252
01/05/2017,P84690,DAM HEAD MEDICAL CENTRE,183,685.29,2753,66.47293861
01/06/2017,P84690,DAM HEAD MEDICAL CENTRE,175,662.33,2764,63.31403763
01/07/2017,P84690,DAM HEAD MEDICAL CENTRE,166,736.64,2755,60.25408348
01/08/2017,P84690,DAM HEAD MEDICAL CENTRE,149,588.34,2764,53.90738061
01/09/2017,P84690,DAM HEAD MEDICAL CENTRE,158,907.19,2771,57.01912667
01/10/2017,P84690,DAM HEAD MEDICAL CENTRE,188,464.29,2768,67.91907514
01/11/2017,P84690,DAM HEAD MEDICAL CENTRE,178,739.07,2769,64.28313471
01/12/2017,P84690,DAM HEAD MEDICAL CENTRE,244,806.47,2774,87.95962509
01/01/2018,P84690,DAM HEAD MEDICAL CENTRE,246,536.98,2760,89.13043478
01/02/2018,P84690,DAM HEAD MEDICAL CENTRE,188,482.93,2767,67.94362125
01/03/2018,P84690,DAM HEAD MEDICAL CENTRE,209,738.49,2776,75.28818444
01/04/2018,P84690,DAM HEAD MEDICAL CENTRE,135,463.96,2777,48.61361181
01/05/2018,P84690,DAM HEAD MEDICAL CENTRE,173,561.46,2787,62.0739146
01/06/2018,P84690,DAM HEAD MEDICAL CENTRE,145,1153.63,2785,52.06463196
01/07/2018,P84690,DAM HEAD MEDICAL CENTRE,130,1623.96,2779,46.77941706
01/08/2018,P84690,DAM HEAD MEDICAL CENTRE,148,481.28,2786,53.12275664
01/09/2018,P84690,DAM HEAD MEDICAL CENTRE,140,373.37,2785,50.26929982
01/10/2018,P84690,DAM HEAD MEDICAL CENTRE,204,462.47,2785,73.24955117
01/11/2018,P84690,DAM HEAD MEDICAL CENTRE,206,634.32,2793,73.75581812
01/12/2018,P84690,DAM HEAD MEDICAL CENTRE,167,408.42,2800,59.64285714
01/01/2019,P84690,DAM HEAD MEDICAL CENTRE,205,863.51,2790,73.47670251
01/02/2019,P84690,DAM HEAD MEDICAL CENTRE,193,750.24,2780,69.42446043
01/03/2019,P84690,DAM HEAD MEDICAL CENTRE,179,480.08,2786,64.24982053
01/04/2019,P84690,DAM HEAD MEDICAL CENTRE,129,280.2,2795,46.15384615
01/05/2019,P84690,DAM HEAD MEDICAL CENTRE,178,370.05,2794,63.7079456
01/06/2019,P84690,DAM HEAD MEDICAL CENTRE,168,393.63,2794,60.12884753
01/07/2019,P84690,DAM HEAD MEDICAL CENTRE,186,547.39,2795,66.54740608
01/08/2019,P84690,DAM HEAD MEDICAL CENTRE,165,572.41,2799,58.94962487
01/09/2019,P84690,DAM HEAD MEDICAL CENTRE,150,446.26,2778,53.99568035
01/10/2014,P84066,DAVID MEDICAL CENTRE,293,1213.82,4157,70.48352177
01/11/2014,P84066,DAVID MEDICAL CENTRE,268,940.14,4157,64.4695694
01/12/2014,P84066,DAVID MEDICAL CENTRE,336,1261.91,4157,80.82751985
01/01/2015,P84066,DAVID MEDICAL CENTRE,330,1190.7,4146,79.59479016
01/02/2015,P84066,DAVID MEDICAL CENTRE,251,1152.04,4146,60.54027979
01/03/2015,P84066,DAVID MEDICAL CENTRE,293,1339.67,4146,70.67052581
01/04/2015,P84066,DAVID MEDICAL CENTRE,248,1264.27,4157,59.65840751
01/05/2015,P84066,DAVID MEDICAL CENTRE,245,1146.22,4157,58.93673322
01/06/2015,P84066,DAVID MEDICAL CENTRE,214,1180.28,4157,51.47943228
01/07/2015,P84066,DAVID MEDICAL CENTRE,244,1343.75,4151,58.78101662
01/08/2015,P84066,DAVID MEDICAL CENTRE,233,1188.19,4151,56.13105276
01/09/2015,P84066,DAVID MEDICAL CENTRE,247,1065.79,4151,59.50373404
01/10/2015,P84066,DAVID MEDICAL CENTRE,269,1459.4,4172,64.47746884
01/11/2015,P84066,DAVID MEDICAL CENTRE,260,1133.36,4172,62.32023011
01/12/2015,P84066,DAVID MEDICAL CENTRE,299,1187.95,4172,71.66826462
01/01/2016,P84066,DAVID MEDICAL CENTRE,250,1042.47,4150,60.24096386
01/02/2016,P84066,DAVID MEDICAL CENTRE,242,1179.81,4150,58.31325301
01/03/2016,P84066,DAVID MEDICAL CENTRE,316,1312.05,4150,76.14457831
01/04/2016,P84066,DAVID MEDICAL CENTRE,229,845.68,4189,54.66698496
01/05/2016,P84066,DAVID MEDICAL CENTRE,221,1266.61,4189,52.75722129
01/06/2016,P84066,DAVID MEDICAL CENTRE,209,1472.46,4189,49.89257579
01/07/2016,P84066,DAVID MEDICAL CENTRE,227,1547.04,4206,53.97051831
01/08/2016,P84066,DAVID MEDICAL CENTRE,195,1644.6,4206,46.36233951
01/09/2016,P84066,DAVID MEDICAL CENTRE,242,1060.32,4206,57.53685212
01/10/2016,P84066,DAVID MEDICAL CENTRE,243,1065.45,4211,57.70600807
01/11/2016,P84066,DAVID MEDICAL CENTRE,295,1234.84,4211,70.05461886
01/12/2016,P84066,DAVID MEDICAL CENTRE,254,934.65,4211,60.3182142
01/01/2017,P84066,DAVID MEDICAL CENTRE,263,1299.72,4248,61.91148776
01/02/2017,P84066,DAVID MEDICAL CENTRE,219,726.03,4248,51.55367232
01/03/2017,P84066,DAVID MEDICAL CENTRE,211,847.87,4248,49.67043315
01/04/2017,P84066,DAVID MEDICAL CENTRE,188,811.49,4272,44.00749064
01/05/2017,P84066,DAVID MEDICAL CENTRE,212,1006.42,4290,49.41724942
01/06/2017,P84066,DAVID MEDICAL CENTRE,209,998.91,4306,48.53692522
01/07/2017,P84066,DAVID MEDICAL CENTRE,189,1012.12,4296,43.99441341
01/08/2017,P84066,DAVID MEDICAL CENTRE,180,861.31,4318,41.68596572
01/09/2017,P84066,DAVID MEDICAL CENTRE,209,965.46,4327,48.30136353
01/10/2017,P84066,DAVID MEDICAL CENTRE,185,682.7,4331,42.71530824
01/11/2017,P84066,DAVID MEDICAL CENTRE,195,974.55,4346,44.86884491
01/12/2017,P84066,DAVID MEDICAL CENTRE,213,978.56,4343,49.04443933
01/01/2018,P84066,DAVID MEDICAL CENTRE,243,950.71,4351,55.84923006
01/02/2018,P84066,DAVID MEDICAL CENTRE,217,966.85,4355,49.82778416
01/03/2018,P84066,DAVID MEDICAL CENTRE,206,697.37,4369,47.15037766
01/04/2018,P84066,DAVID MEDICAL CENTRE,206,916.18,4362,47.2260431
01/05/2018,P84066,DAVID MEDICAL CENTRE,207,1217.3,4375,47.31428571
01/06/2018,P84066,DAVID MEDICAL CENTRE,191,591.52,4386,43.54765162
01/07/2018,P84066,DAVID MEDICAL CENTRE,160,633.45,4398,36.38017281
01/08/2018,P84066,DAVID MEDICAL CENTRE,201,949.07,4407,45.609258
01/09/2018,P84066,DAVID MEDICAL CENTRE,214,775.83,4429,48.31790472
01/10/2018,P84066,DAVID MEDICAL CENTRE,213,820.84,4434,48.03788904
01/11/2018,P84066,DAVID MEDICAL CENTRE,212,635.96,4439,47.75850417
01/12/2018,P84066,DAVID MEDICAL CENTRE,222,788.49,4457,49.80928876
01/01/2019,P84066,DAVID MEDICAL CENTRE,217,967.84,4451,48.75308919
01/02/2019,P84066,DAVID MEDICAL CENTRE,200,1019.03,4466,44.7828034
01/03/2019,P84066,DAVID MEDICAL CENTRE,182,755.77,4465,40.76147816
01/04/2019,P84066,DAVID MEDICAL CENTRE,144,530.75,4476,32.17158177
01/05/2019,P84066,DAVID MEDICAL CENTRE,154,552.01,4487,34.32137285
01/06/2019,P84066,DAVID MEDICAL CENTRE,152,558.21,4495,33.81535039
01/07/2019,P84066,DAVID MEDICAL CENTRE,217,865.4,4496,48.26512456
01/08/2019,P84066,DAVID MEDICAL CENTRE,139,799.17,4515,30.786268
01/09/2019,P84066,DAVID MEDICAL CENTRE,159,689.09,4519,35.18477539
01/10/2014,P84026,DICKENSON ROAD MEDICAL CENTRE,260,1087.36,6303,41.25019832
01/11/2014,P84026,DICKENSON ROAD MEDICAL CENTRE,251,1061.62,6303,39.82230684
01/12/2014,P84026,DICKENSON ROAD MEDICAL CENTRE,304,1161.21,6303,48.23100111
01/01/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,256,1138.79,6361,40.24524446
01/02/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,196,870.84,6361,30.81276529
01/03/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,222,930.33,6361,34.90017293
01/04/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,197,1293.44,6442,30.58056504
01/05/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,150,574.95,6442,23.28469419
01/06/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,184,953,6442,28.56255821
01/07/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,182,1323.59,6478,28.09509108
01/08/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,123,995.25,6478,18.98734177
01/09/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,163,952.91,6478,25.16208706
01/10/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,191,1427.46,6542,29.19596454
01/11/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,192,1023.99,6542,29.34882299
01/12/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,225,946.58,6542,34.39315194
01/01/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,242,883.53,6553,36.92965054
01/02/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,248,993.36,6553,37.84526171
01/03/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,228,1053.15,6553,34.79322448
01/04/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,206,1103.74,6642,31.01475459
01/05/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,195,1053.84,6642,29.35862692
01/06/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,214,797.25,6642,32.21921108
01/07/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,199,1038.51,6784,29.33372642
01/08/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,171,625.18,6784,25.20636792
01/09/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,191,1103.74,6784,28.15448113
01/10/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,234,964.71,6784,34.49292453
01/11/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,218,602.74,6784,32.13443396
01/12/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,261,986.92,6784,38.47287736
01/01/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,237,879.57,6885,34.42265795
01/02/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,283,1370.98,6885,41.10384895
01/03/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,251,1582.27,6885,36.45606391
01/04/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,157,801.41,6989,22.4638718
01/05/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,197,882.86,6982,28.21541106
01/06/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,164,1021.84,7019,23.36515173
01/07/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,171,1114.2,7008,24.40068493
01/08/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,158,798.17,7015,22.52316465
01/09/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,171,911.19,7036,24.30358158
01/10/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,222,855.25,7083,31.34265142
01/11/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,199,717.84,7121,27.94551327
01/12/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,184,858.99,7151,25.73066704
01/01/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,236,970.75,7175,32.89198606
01/02/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,180,867.9,7201,24.99652826
01/03/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,198,916.12,7222,27.41622819
01/04/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,158,1074.77,7232,21.84734513
01/05/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,159,530.25,7281,21.83765966
01/06/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,151,1546.46,7320,20.6284153
01/07/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,149,1308.85,7327,20.33574451
01/08/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,137,792.39,7344,18.6546841
01/09/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,153,922.46,7373,20.75139021
01/10/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,202,1377.44,7377,27.38240477
01/11/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,215,1124.38,7386,29.10912537
01/12/2018,P84026,DICKENSON ROAD MEDICAL CENTRE,227,1024.33,7408,30.6425486
01/01/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,258,1446.44,7395,34.88843813
01/02/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,230,1246.66,7453,30.86005635
01/03/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,180,586.99,7521,23.93298763
01/04/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,200,1282.77,7525,26.57807309
01/05/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,182,803.9,7494,24.28609554
01/06/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,186,1080.42,7566,24.58366376
01/07/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,221,1121.52,7593,29.1057553
01/08/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,190,862.95,7663,24.79446692
01/09/2019,P84026,DICKENSON ROAD MEDICAL CENTRE,222,925.41,7681,28.90248666
01/10/2014,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,506,2048.64,7534,67.16219804
01/11/2014,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,561,2304.22,7534,74.46243695
01/12/2014,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,742,2678.87,7534,98.48685957
01/01/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,503,2275.65,13170,38.19286257
01/02/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,698,3637.78,13170,52.9992407
01/03/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,794,4578.38,13170,60.28853455
01/04/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,657,3182.91,13069,50.27163517
01/05/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,582,2911.25,13069,44.53286403
01/06/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,602,3400.81,13069,46.063203
01/07/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,568,2970.41,13171,43.12504745
01/08/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,540,2945.37,13171,40.99916483
01/09/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,594,3013.64,13171,45.09908132
01/10/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,648,3431.23,13290,48.75846501
01/11/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,750,3754.26,13290,56.43340858
01/12/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,741,3317.37,13290,55.75620767
01/01/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,650,2854.89,13358,48.65997904
01/02/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,711,3101.31,13358,53.22653092
01/03/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,853,3639.7,13358,63.8568648
01/04/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,738,3855.95,13388,55.12399163
01/05/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,620,2790.98,13388,46.31012847
01/06/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,658,2952.05,13388,49.14849119
01/07/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,691,3078.8,13561,50.95494433
01/08/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,645,3190,13561,47.5628641
01/09/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,588,2780.25,13561,43.35963425
01/10/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,682,2761.96,13552,50.32467532
01/11/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,738,3767.37,13552,54.45690673
01/12/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,813,3804.68,13552,59.99114522
01/01/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,755,3234.74,13881,54.39089403
01/02/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,613,2586.93,13881,44.1610835
01/03/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,732,3996.86,13881,52.73395289
01/04/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,548,3059.97,13992,39.16523728
01/05/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,574,2775.99,14026,40.92399829
01/06/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,592,3368.7,14035,42.18026363
01/07/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,562,2955.63,14029,40.05987597
01/08/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,547,2700.43,14008,39.04911479
01/09/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,555,2387.26,13980,39.69957082
01/10/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,692,2968.74,13990,49.46390279
01/11/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,607,2757.78,14001,43.35404614
01/12/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,693,2698.38,14001,49.49646454
01/01/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,702,2808.62,13984,50.20022883
01/02/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,567,2676.08,13963,40.60731934
01/03/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,633,2559.73,13954,45.36333668
01/04/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,572,2468.67,13973,40.93609103
01/05/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,480,1887.15,13973,34.3519645
01/06/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,448,2210.05,13966,32.07790348
01/07/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,467,2165.79,13940,33.50071736
01/08/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,486,2524.65,13991,34.7366164
01/09/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,507,2642.66,13985,36.25312835
01/10/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,623,2852.89,13972,44.58917836
01/11/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,594,2660.81,14008,42.40434038
01/12/2018,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,608,2244.84,14031,43.33262063
01/01/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,682,2384.84,14028,48.61705161
01/02/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,582,2725.36,14017,41.5210102
01/03/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,591,2338.84,14025,42.13903743
01/04/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,538,2525.73,13992,38.45054317
01/05/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,520,2490.95,14028,37.0687197
01/06/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,534,2305.36,14041,38.03147924
01/07/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,542,2479.38,14026,38.64252103
01/08/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,495,2558.76,14057,35.2137725
01/09/2019,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,576,2952.45,14045,41.01103596
01/10/2014,P84677,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,161,707.78,5574,28.88410477
01/11/2014,P84677,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,190,666.28,5574,34.08683172
01/12/2014,P84677,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,217,723.62,5574,38.93074991
01/01/2015,P84677,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,298,1353.2,0,#DIV/0!
01/10/2014,P84611,"DR CHIU, KOH AND GAN",266,1560.09,5822,45.68876675
01/11/2014,P84611,"DR CHIU, KOH AND GAN",241,845.42,5822,41.39470972
01/12/2014,P84611,"DR CHIU, KOH AND GAN",330,1606.64,5822,56.68155273
01/01/2015,P84611,"DR CHIU, KOH AND GAN",289,1265.95,5842,49.46935981
01/02/2015,P84611,"DR CHIU, KOH AND GAN",264,1412.14,5842,45.19000342
01/03/2015,P84611,"DR CHIU, KOH AND GAN",297,1568.37,5842,50.83875385
01/04/2015,P84611,"DR CHIU, KOH AND GAN",241,963.48,5871,41.049225
01/05/2015,P84611,"DR CHIU, KOH AND GAN",185,755.08,5871,31.51081587
01/06/2015,P84611,"DR CHIU, KOH AND GAN",218,893.16,5871,37.13166411
01/07/2015,P84611,"DR CHIU, KOH AND GAN",205,1062.98,5808,35.29614325
01/08/2015,P84611,"DR CHIU, KOH AND GAN",168,834.99,5808,28.92561983
01/09/2015,P84611,"DR CHIU, KOH AND GAN",226,1128.01,5808,38.91184573
01/10/2015,P84611,"DR CHIU, KOH AND GAN",223,947.9,5814,38.35569315
01/11/2015,P84611,"DR CHIU, KOH AND GAN",253,1159.62,5814,43.51565187
01/12/2015,P84611,"DR CHIU, KOH AND GAN",284,1257.25,5814,48.84760922
01/01/2016,P84611,"DR CHIU, KOH AND GAN",251,1340.52,5880,42.68707483
01/02/2016,P84611,"DR CHIU, KOH AND GAN",246,961.1,5880,41.83673469
01/03/2016,P84611,"DR CHIU, KOH AND GAN",243,1245.86,5880,41.32653061
01/04/2016,P84611,"DR CHIU, KOH AND GAN",233,1014.62,5947,39.17941819
01/05/2016,P84611,"DR CHIU, KOH AND GAN",201,860.68,5947,33.79855389
01/06/2016,P84611,"DR CHIU, KOH AND GAN",210,908.9,5947,35.31192198
01/07/2016,P84611,"DR CHIU, KOH AND GAN",188,953.64,5948,31.60726295
01/08/2016,P84611,"DR CHIU, KOH AND GAN",155,761.11,5948,26.05917956
01/09/2016,P84611,"DR CHIU, KOH AND GAN",200,892.73,5948,33.62474781
01/10/2016,P84611,"DR CHIU, KOH AND GAN",249,928.81,5947,41.86985034
01/11/2016,P84611,"DR CHIU, KOH AND GAN",265,1032.51,5947,44.5602825
01/12/2016,P84611,"DR CHIU, KOH AND GAN",305,1707.43,5947,51.28636287
01/01/2017,P84611,"DR CHIU, KOH AND GAN",274,1106.32,5975,45.85774059
01/02/2017,P84611,"DR CHIU, KOH AND GAN",226,1168.91,5975,37.82426778
01/03/2017,P84611,"DR CHIU, KOH AND GAN",261,1128.89,5975,43.68200837
